Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Biological_Process_2018	iron ion homeostasis (GO:0055072)	1/46	0.022768474632930552	0.031875864486102745	0.058525928952611994	0.08193630053365678	-1.4660698771748366	5.545231023649758	GGC1
GO_Biological_Process_2018	ribosomal small subunit biogenesis (GO:0042274)	1/67	0.033006788160982355	0.04332140946128935	0.08373714321323156	0.10990500046736638	-1.5665404872922837	5.343535454536707	IMP3
GO_Biological_Process_2018	organelle assembly (GO:0070925)	1/80	0.03929631035030163	0.048542501020960846	0.09906023056746201	0.12236852011274711	-1.6490207829286785	5.337261312295933	DHH1
GO_Biological_Process_2018	cellular iron ion homeostasis (GO:0006879)	1/44	0.021788327229501303	0.0315555084013467	0.056095012484569495	0.08124105256385923	-1.3730640428382994	5.253866029062428	GGC1
GO_Biological_Process_2018	positive regulation of translation (GO:0045727)	1/44	0.021788327229501303	0.0315555084013467	0.056095012484569495	0.08124105256385923	-1.3561653357012342	5.1892051388253115	IMP3
GO_Biological_Process_2018	regulation of translation (GO:0006417)	1/61	0.030091452610484914	0.040769064827108584	0.07659205376130253	0.10376987928950668	-1.439821648782875	5.044435468128329	DHH1
GO_Biological_Process_2018	cellular transition metal ion homeostasis (GO:0046916)	1/70	0.03446149639269409	0.043860086317974306	0.08729237354603177	0.11109938451313128	-1.3968158497161052	4.704353734747691	GGC1
GO_Biological_Process_2018	rRNA metabolic process (GO:0016072)	1/90	0.04410932462824399	0.051704260113322825	0.11070137573249182	0.12959744096887701	-1.4111278176588598	4.40424856098445	IMP3
GO_Biological_Process_2018	ncRNA processing (GO:0034470)	1/93	0.04554899105221298	0.051704260113322825	0.11416917418686783	0.12959744096887701	-1.3655725206776987	4.218208187364023	IMP3
GO_Biological_Process_2018	transmembrane transport (GO:0055085)	1/117	0.056996256836945605	0.061339364116634126	0.14150807840971952	0.15211921545443347	-1.448866844072708	4.1506698093588055	GGC1
GO_Biological_Process_2018	rRNA processing (GO:0006364)	1/119	0.05794459492716442	0.061339364116634126	0.14375421353835388	0.15211921545443347	-1.3680596700558243	3.8966005596031783	IMP3
GO_Biological_Process_2018	mitochondrion organization (GO:0007005)	1/120	0.058418442015842044	0.061339364116634126	0.14487544328993657	0.15211921545443347	-1.3525385025408991	3.841376590030236	GGC1
GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process (GO:0000956)	1/92	0.0450693192201846	0.051704260113322825	0.113014495726705	0.12959744096887701	-1.2106569842772554	3.752496150225394	DHH1
GO_Biological_Process_2018	ribonucleoprotein complex assembly (GO:0022618)	1/156	0.07533473695003814	0.07717216955857566	0.18443293352453619	0.188931297756842	-1.3440749926957452	3.4755278477753313	DHH1
GO_Biological_Process_2018	ribosome biogenesis (GO:0042254)	1/176	0.08461402203373658	0.08461402203373658	0.20574215001863164	0.20574215001863164	-1.2575619620900025	3.1057445408911426	IMP3
