Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	1/33	0.016381683885670368	0.024572525828505536	0.028632733952634465	0.042949100928951656	-1.7019612823688282	6.997769379409987	DHH1
GO_Biological_Process_2018	purine-containing compound biosynthetic process (GO:0072522)	1/21	0.010452867167398678	0.020597816319735632	0.01859824676254262	0.036496864008280124	-1.5283520582373264	6.970628758294338	MTD1
GO_Biological_Process_2018	cellular modified amino acid biosynthetic process (GO:0042398)	1/16	0.007973049000390163	0.016884103765532118	0.014394346974087285	0.030482146533361294	-1.4123707741388545	6.824135344230597	MTD1
GO_Biological_Process_2018	negative regulation of gene expression (GO:0010629)	1/33	0.016381683885670368	0.024572525828505536	0.028632733952634465	0.042949100928951656	-1.6234634433511197	6.6750183392315465	DHH1
GO_Biological_Process_2018	negative regulation of cellular protein metabolic process (GO:0032269)	1/23	0.011443231288742015	0.020597816319735632	0.02027603556015563	0.036496864008280124	-1.4891532415158824	6.657046435016606	DHH1
GO_Biological_Process_2018	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1/35	0.017366705796833602	0.02472768520114413	0.030297637389300795	0.043102088406040205	-1.6001759084945708	6.485833577521511	DHH1
GO_Biological_Process_2018	coenzyme biosynthetic process (GO:0009108)	1/36	0.017858883756381887	0.02472768520114413	0.03112928607102902	0.043102088406040205	-1.4645464563947297	5.895171782210598	MTD1
GO_Biological_Process_2018	negative regulation of translation (GO:0017148)	1/33	0.016381683885670368	0.024572525828505536	0.028632733952634465	0.042949100928951656	-1.3851345263764203	5.695107212750306	DHH1
GO_Biological_Process_2018	organelle assembly (GO:0070925)	1/80	0.03929631035030163	0.04715557242036193	0.06719537667724106	0.08063445201268923	-1.6618651244244036	5.37883362457771	DHH1
GO_Biological_Process_2018	ribosomal small subunit biogenesis (GO:0042274)	1/67	0.033006788160982355	0.0409739439239781	0.05664614629180548	0.07031935401741367	-1.5753809260802498	5.373690562866408	IMP3
GO_Biological_Process_2018	positive regulation of translation (GO:0045727)	1/44	0.021788327229501303	0.02905110297266841	0.03776323293698343	0.05035097724931124	-1.3600753115139508	5.204166195597597	IMP3
GO_Biological_Process_2018	regulation of translation (GO:0006417)	1/61	0.030091452610484914	0.038689010499194876	0.05174720736947586	0.06653212376075468	-1.4470465257546554	5.0697479265707495	DHH1
GO_Biological_Process_2018	rRNA metabolic process (GO:0016072)	1/90	0.04410932462824399	0.04968980842059599	0.07524976822548146	0.08471550783168968	-1.4224878403418997	4.4397041468842	IMP3
GO_Biological_Process_2018	ncRNA processing (GO:0034470)	1/93	0.04554899105221298	0.04968980842059599	0.07765588217904887	0.08471550783168968	-1.3757214204346937	4.24955780182935	IMP3
GO_Biological_Process_2018	rRNA processing (GO:0006364)	1/119	0.05794459492716442	0.06135310051111526	0.09831271265349661	0.10409581339781998	-1.381531321443362	3.934971432953545	IMP3
GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process (GO:0000956)	1/92	0.0450693192201846	0.04968980842059599	0.07685436654403055	0.08471550783168968	-1.219114024237978	3.778709198435626	DHH1
GO_Biological_Process_2018	ribonucleoprotein complex assembly (GO:0022618)	1/156	0.07533473695003814	0.07748715800575347	0.12710833637187335	0.13074000312535544	-1.3586693010813478	3.513266013791984	DHH1
GO_Biological_Process_2018	ribosome biogenesis (GO:0042254)	1/176	0.08461402203373658	0.08461402203373658	0.14238333405022563	0.14238333405022563	-1.2738709900215703	3.146022217850716	IMP3
