Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Biological_Process_2018	regulation of cytoplasmic mRNA processing body assembly (GO:0010603)	1/14	0.006979556709344762	0.020528107968661058	0.015859269522992516	0.04664491036174268	-1.6961231550125142	8.420861140758786	DHH1
GO_Biological_Process_2018	deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0000290)	1/16	0.007973049000390163	0.0209817078957636	0.01795854525167744	0.0472593296096775	-1.6375892292027368	7.912320718436981	DHH1
GO_Biological_Process_2018	amide biosynthetic process (GO:0043604)	1/33	0.016381683885670368	0.029764806260636465	0.03565815132019397	0.06459157279831038	-1.8754064567345825	7.710905067487339	MTD1
GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	1/33	0.016381683885670368	0.029764806260636465	0.03565815132019397	0.06459157279831038	-1.693429863027987	6.962691668979847	DHH1
GO_Biological_Process_2018	purine-containing compound biosynthetic process (GO:0072522)	1/21	0.010452867167398678	0.024876589758134806	0.02319106500748156	0.054951776363659825	-1.5222880113460717	6.9429713743663335	MTD1
GO_Biological_Process_2018	cellular modified amino acid biosynthetic process (GO:0042398)	1/16	0.007973049000390163	0.0209817078957636	0.01795854525167744	0.0472593296096775	-1.4088206543684985	6.806982272073669	MTD1
GO_Biological_Process_2018	negative regulation of gene expression (GO:0010629)	1/33	0.016381683885670368	0.029764806260636465	0.03565815132019397	0.06459157279831038	-1.6158222969100815	6.643601067203911	DHH1
GO_Biological_Process_2018	negative regulation of cellular protein metabolic process (GO:0032269)	1/23	0.011443231288742015	0.024876589758134806	0.02527781712728352	0.054951776363659825	-1.4835788114735229	6.632126743338023	DHH1
GO_Biological_Process_2018	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1/35	0.017366705796833602	0.029764806260636465	0.037723564862754994	0.06459157279831038	-1.591764039029833	6.451738585130675	DHH1
GO_Biological_Process_2018	establishment of protein localization to mitochondrion (GO:0072655)	1/42	0.020807295148496413	0.0315262047704491	0.04492466104878478	0.06806766825573446	-1.5557659212494404	6.0246282705972085	HSP82
GO_Biological_Process_2018	protein maturation (GO:0051604)	1/41	0.02031644713545606	0.0315262047704491	0.04389858096873443	0.06806766825573446	-1.526360954421446	5.9471976088933385	HSP82
GO_Biological_Process_2018	coenzyme biosynthetic process (GO:0009108)	1/36	0.017858883756381887	0.029764806260636465	0.03875494367898622	0.06459157279831038	-1.4552422104934724	5.857719827271002	MTD1
GO_Biological_Process_2018	protein targeting to mitochondrion (GO:0006626)	1/64	0.031550107695125194	0.04025218068412483	0.06727649911498797	0.08572166684116199	-1.6704432376671827	5.773349630195228	HSP82
GO_Biological_Process_2018	proteasome assembly (GO:0043248)	1/35	0.017366705796833602	0.029764806260636465	0.037723564862754994	0.06459157279831038	-1.4110053696721052	5.719087480383438	HSP82
GO_Biological_Process_2018	negative regulation of translation (GO:0017148)	1/33	0.016381683885670368	0.029764806260636465	0.03565815132019397	0.06459157279831038	-1.3796594699458251	5.672596017791017	DHH1
GO_Biological_Process_2018	respiratory electron transport chain (GO:0022904)	1/45	0.022278511470773463	0.03182644495824782	0.04799761676086669	0.06856802394409527	-1.4555112681725262	5.536957975925356	COX13
GO_Biological_Process_2018	organelle assembly (GO:0070925)	1/80	0.03929631035030163	0.046781321845597176	0.08326795155401585	0.09912851375478082	-1.623332099937228	5.254116687732379	DHH1
GO_Biological_Process_2018	ribosomal small subunit biogenesis (GO:0042274)	1/67	0.033006788160982355	0.04025218068412483	0.07029176680975284	0.08572166684116199	-1.5400191709283844	5.253070129547607	IMP3
GO_Biological_Process_2018	aerobic respiration (GO:0009060)	1/51	0.02521497733427177	0.035020801853155245	0.054119798826073484	0.07516638725843541	-1.4103340280599357	5.190476471705286	COX13
GO_Biological_Process_2018	positive regulation of translation (GO:0045727)	1/44	0.021788327229501303	0.03182644495824782	0.04697417837822512	0.06856802394409527	-1.3463903961694426	5.151802496894597	IMP3
GO_Biological_Process_2018	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	1/40	0.019825377684390556	0.0315262047704491	0.042871619186844456	0.06806766825573446	-1.2810890009689149	5.022884096520047	COX13
GO_Biological_Process_2018	regulation of translation (GO:0006417)	1/61	0.030091452610484914	0.040234066475382524	0.06425341310017298	0.08572166684116199	-1.4253718948393144	4.993810551243492	DHH1
GO_Biological_Process_2018	cellular respiration (GO:0045333)	1/62	0.030577890521290722	0.040234066475382524	0.06526197807860669	0.08572166684116199	-1.3599756721973613	4.7428853232193005	COX13
GO_Biological_Process_2018	mitochondrial transport (GO:0006839)	1/66	0.03252144726472197	0.04025218068412483	0.06928754534390354	0.08572166684116199	-1.3562566773199098	4.646339385822389	HSP82
GO_Biological_Process_2018	rRNA metabolic process (GO:0016072)	1/90	0.04410932462824399	0.04845637345980105	0.0931506980458297	0.10223280904325135	-1.38840777229278	4.333337389184952	IMP3
GO_Biological_Process_2018	ncRNA processing (GO:0034470)	1/93	0.04554899105221298	0.04845637345980105	0.09609884050065631	0.10223280904325135	-1.3427374962244614	4.147671554817037	IMP3
GO_Biological_Process_2018	gene expression (GO:0010467)	1/92	0.0450693192201846	0.04845637345980105	0.09511697958484827	0.10223280904325135	-1.290794729123902	4.00088738154044	HSP82
GO_Biological_Process_2018	rRNA processing (GO:0006364)	1/119	0.05794459492716442	0.06035895304912962	0.12132961851936892	0.12638501929100926	-1.3438106975582569	3.8275329875725164	IMP3
GO_Biological_Process_2018	protein targeting (GO:0006605)	1/93	0.04554899105221298	0.04845637345980105	0.09609884050065631	0.10223280904325135	-1.2284155364306493	3.7945348158334213	HSP82
GO_Biological_Process_2018	nuclear-transcribed mRNA catabolic process (GO:0000956)	1/92	0.0450693192201846	0.04845637345980105	0.09511697958484827	0.10223280904325135	-1.1916286443656303	3.693516791752375	DHH1
GO_Biological_Process_2018	ribonucleoprotein complex assembly (GO:0022618)	1/156	0.07533473695003814	0.07687218056126341	0.15626042979630717	0.15944941815949712	-1.3246159148482748	3.4252102930864603	DHH1
GO_Biological_Process_2018	ribosome biogenesis (GO:0042254)	1/176	0.08461402203373658	0.08461402203373658	0.17467394240350492	0.17467394240350492	-1.2358165915145778	3.0520409716117105	IMP3
